resume_id,job_id,overlap_ratio,label
r_134,AI14042,0.2,0
r_673,AI10421,0.2,0
r_599,AI09149,0.25,0
r_93,AI02292,0.2,0
r_134,AI14282,0.25,0
r_632,AI08083,0.2,0
r_111,AI04200,0.5,1
r_58,AI07269,0.25,0
r_539,AI03483,0.25,0
r_111,AI03151,0.25,0
r_160,AI07522,0.25,0
r_561,AI00747,0.2,0
r_209,AI05493,0.2,0
r_632,AI09307,0.25,0
r_451,AI09427,0.2,0
r_134,AI11972,0.25,0
r_187,AI02424,0.2,0
r_93,AI07165,0.2,0
r_656,AI02736,0.2,0
r_132,AI10958,0.2,0
r_566,AI07339,0.25,0
r_656,AI12366,0.2,0
r_539,AI12783,0.25,0
r_451,AI10463,0.25,0
r_375,AI10570,0.2,0
r_375,AI01886,0.25,0
r_160,AI14573,0.2,0
r_224,AI08148,0.2,0
r_209,AI13792,0.2,0
r_200,AI09674,0.25,0
r_134,AI09647,0.25,0
r_58,AI14426,0.25,0
r_187,AI08112,0.2,0
r_1154,AI02054,0.5,1
r_406,AI08211,0.2,0
r_89,AI08519,0.2,0
r_632,AI14140,0.25,0
r_594,AI00952,0.25,0
r_594,AI04737,0.25,0
r_575,AI12350,0.25,0
r_187,AI03889,0.25,0
r_200,AI03995,0.2,0
r_406,AI13670,0.25,0
r_209,AI00545,0.2,0
r_1741,AI09286,0.5,1
r_93,AI14026,0.2,0
r_503,AI03995,0.2,0
r_160,AI11767,0.2,0
r_58,AI04971,0.2,0
r_656,AI04262,0.2,0
r_575,AI10905,0.25,0
r_160,AI02988,0.25,0
r_93,AI00644,0.2,0
r_200,AI14441,0.25,0
r_594,AI08967,0.25,0
r_539,AI09880,0.25,0
r_12,AI14441,0.25,0
r_539,AI01665,0.25,0
r_224,AI13176,0.25,0
r_134,AI00931,0.2,0
r_561,AI02673,0.25,0
r_375,AI08832,0.2,0
r_187,AI06062,0.2,0
r_346,AI07336,0.2,0
r_134,AI09899,0.2,0
r_451,AI04277,0.2,0
r_134,AI10846,0.25,0
r_575,AI05635,0.2,0
r_200,AI13028,0.2,0
r_224,AI08616,0.25,0
r_2603,AI08237,0.5,1
r_174,AI05715,0.2,0
r_346,AI05254,0.25,0
r_132,AI01703,0.2,0
r_588,AI07553,0.25,0
r_594,AI07666,0.25,0
r_200,AI03408,0.25,0
r_93,AI06855,0.25,0
r_451,AI14388,0.25,0
r_1426,AI11781,0.5,1
r_599,AI06194,0.2,0
r_539,AI09232,0.2,0
r_58,AI11439,0.25,0
r_224,AI14346,0.25,0
r_599,AI14101,0.25,0
r_375,AI11506,0.2,0
r_58,AI09129,0.25,0
r_224,AI10305,0.2,0
r_187,AI00604,0.25,0
r_673,AI12585,0.25,0
r_132,AI04201,0.2,0
r_58,AI14018,0.2,0
r_632,AI01662,0.25,0
r_599,AI11502,0.25,0
r_503,AI07810,0.25,0
r_375,AI08647,0.2,0
r_503,AI02975,0.2,0
r_200,AI08701,0.25,0
r_594,AI03761,0.2,0
r_656,AI08182,0.25,0
r_406,AI07758,0.25,0
r_594,AI12005,0.25,0
r_561,AI05799,0.25,0
r_656,AI13350,0.25,0
r_12,AI09235,0.25,0
r_224,AI14770,0.5,1
r_451,AI10352,0.25,0
r_12,AI14422,0.2,0
r_561,AI12640,0.2,0
r_566,AI13748,0.2,0
r_111,AI12015,0.2,0
r_187,AI08193,0.25,0
r_673,AI04905,0.25,0
r_132,AI05481,0.2,0
r_58,AI04833,0.2,0
r_209,AI13795,0.25,0
r_561,AI01124,0.25,0
r_656,AI13157,0.25,0
r_406,AI13101,0.25,0
r_656,AI10836,0.2,0
r_187,AI08831,0.25,0
r_561,AI07313,0.25,0
r_187,AI01228,0.2,0
r_89,AI13324,0.2,0
r_562,AI06143,0.2,0
r_174,AI04837,0.25,0
r_451,AI04695,0.2,0
r_406,AI02466,0.5,1
r_588,AI09408,0.2,0
r_187,AI02418,0.2,0
r_539,AI14167,0.2,0
r_566,AI04678,0.2,0
r_174,AI12981,0.2,0
r_768,AI10422,0.5,1
r_12,AI12294,0.25,0
r_12,AI08955,0.25,0
r_539,AI09394,0.2,0
r_1790,AI05106,0.5,1
r_632,AI13316,0.25,0
r_375,AI14299,0.25,0
r_134,AI03261,0.25,0
r_160,AI07453,0.25,0
r_224,AI01909,0.25,0
r_503,AI12754,0.2,0
r_134,AI07168,0.2,0
r_588,AI07313,0.25,0
r_562,AI08007,0.25,0
r_200,AI05990,0.2,0
r_209,AI10897,0.2,0
r_12,AI10815,0.25,0
r_187,AI12784,0.2,0
r_588,AI12604,0.25,0
r_174,AI06293,0.25,0
r_187,AI02378,0.25,0
r_2173,AI14362,0.5,1
r_588,AI10316,0.2,0
r_200,AI02102,0.2,0
r_93,AI09874,0.2,0
r_673,AI04163,0.2,0
r_566,AI09804,0.25,0
r_89,AI06610,0.25,0
r_111,AI12065,0.2,0
r_539,AI06821,0.25,0
r_160,AI04698,0.2,0
r_12,AI01211,0.25,0
r_111,AI06156,0.2,0
r_89,AI03320,0.2,0
r_93,AI10714,0.25,0
r_539,AI07400,0.2,0
r_12,AI11660,0.2,0
r_93,AI11901,0.25,0
r_503,AI01325,0.25,0
r_93,AI03319,0.25,0
r_566,AI12179,0.25,0
r_58,AI08780,0.25,0
r_656,AI08410,0.2,0
r_346,AI00605,0.2,0
r_346,AI13345,0.25,0
r_224,AI12980,0.25,0
r_656,AI01358,0.25,0
r_1702,AI14649,0.5,1
r_632,AI00225,0.25,0
r_375,AI01175,0.2,0
r_187,AI00166,0.2,0
r_12,AI01762,0.2,0
r_539,AI01969,0.2,0
r_174,AI10873,0.2,0
r_187,AI03203,0.2,0
r_562,AI09603,0.25,0
r_111,AI03992,0.25,0
r_588,AI11985,0.25,0
r_575,AI06729,0.25,0
r_503,AI05365,0.25,0
r_93,AI09175,0.25,0
r_561,AI03949,0.25,0
r_375,AI06692,0.2,0
r_673,AI06574,0.2,0
r_632,AI03360,0.2,0
r_200,AI01368,0.2,0
r_599,AI01431,0.2,0
r_12,AI03473,0.2,0
r_561,AI04009,0.2,0
r_160,AI11718,0.25,0
r_89,AI12450,0.25,0
r_566,AI00770,0.25,0
r_588,AI07327,0.2,0
r_134,AI10796,0.25,0
r_594,AI06132,0.2,0
r_588,AI05590,0.2,0
r_160,AI01478,0.25,0
r_1817,AI08237,0.5,1
r_539,AI05012,0.2,0
r_89,AI07410,0.2,0
r_200,AI03127,0.25,0
r_566,AI02990,0.25,0
r_224,AI07830,0.2,0
r_93,AI06008,0.2,0
r_200,AI11422,0.25,0
r_451,AI04878,0.2,0
r_3002,AI09434,0.5,1
r_451,AI08440,0.2,0
r_656,AI11439,0.25,0
r_673,AI08432,0.2,0
r_224,AI14195,0.25,0
r_969,AI14616,0.5,1
r_451,AI04678,0.2,0
r_969,AI06322,0.5,1
r_200,AI04964,0.25,0
r_562,AI10701,0.2,0
r_93,AI08339,0.25,0
r_594,AI00499,0.25,0
r_406,AI09880,0.25,0
r_12,AI07285,0.2,0
r_656,AI08099,0.25,0
r_1823,AI06627,0.5,1
r_539,AI02856,0.2,0
r_588,AI08980,0.25,0
r_134,AI05475,0.25,0
r_174,AI10216,0.25,0
r_224,AI08219,0.5,1
r_451,AI04698,0.2,0
r_406,AI11207,0.25,0
r_588,AI09701,0.2,0
r_111,AI05160,0.25,0
r_58,AI14324,0.2,0
r_111,AI00810,0.2,0
r_187,AI11028,0.2,0
r_174,AI03182,0.25,0
r_12,AI13173,0.2,0
r_174,AI06346,0.25,0
r_12,AI12091,0.25,0
r_673,AI12450,0.25,0
r_58,AI10516,0.2,0
r_673,AI09608,0.25,0
r_656,AI01713,0.2,0
r_503,AI14864,0.2,0
r_174,AI05326,0.25,0
r_406,AI01949,0.25,0
r_594,AI09714,0.2,0
r_539,AI00124,0.2,0
r_134,AI12174,0.25,0
r_58,AI11905,0.25,0
r_174,AI10926,0.2,0
r_539,AI01471,0.2,0
r_132,AI02387,0.2,0
r_673,AI07362,0.2,0
r_561,AI14234,0.2,0
r_406,AI06646,0.2,0
r_656,AI09710,0.2,0
r_160,AI14031,0.25,0
r_1205,AI00156,0.5,1
r_134,AI14276,0.25,0
r_224,AI03600,0.2,0
r_12,AI05351,0.2,0
r_575,AI03411,0.25,0
r_632,AI01368,0.2,0
r_656,AI01873,0.25,0
r_2299,AI11122,0.5,1
r_209,AI02889,0.2,0
r_12,AI00492,0.2,0
r_346,AI04184,0.2,0
r_375,AI11718,0.25,0
r_588,AI12926,0.25,0
r_200,AI05148,0.2,0
r_187,AI02675,0.2,0
r_575,AI13095,0.25,0
r_503,AI03408,0.25,0
r_1253,AI08237,0.5,1
r_224,AI06008,0.2,0
r_575,AI11767,0.2,0
r_134,AI12151,0.2,0
r_174,AI13741,0.25,0
r_174,AI02942,0.25,0
r_632,AI10958,0.2,0
r_174,AI04237,0.25,0
r_1774,AI03742,0.5,1
r_209,AI01934,0.2,0
r_12,AI13447,0.5,1
r_656,AI10159,0.2,0
r_539,AI07860,0.2,0
r_187,AI01709,0.2,0
r_566,AI03934,0.2,0
r_111,AI04997,0.2,0
r_588,AI09544,0.25,0
r_566,AI08100,0.25,0
r_451,AI09858,0.2,0
r_594,AI04608,0.2,0
r_132,AI14495,0.2,0
r_89,AI00284,0.25,0
r_575,AI09777,0.25,0
r_209,AI01030,0.25,0
r_174,AI10630,0.2,0
r_89,AI09402,0.2,0
r_132,AI08080,0.25,0
r_588,AI04465,0.25,0
r_594,AI01973,0.2,0
r_187,AI06175,0.25,0
r_111,AI07362,0.2,0
r_599,AI07362,0.2,0
r_539,AI12073,0.25,0
r_111,AI09565,0.25,0
r_58,AI14220,0.25,0
r_134,AI08955,0.25,0
r_406,AI14946,0.25,0
r_12,AI14346,0.25,0
r_451,AI09573,0.5,1
r_656,AI09307,0.25,0
r_503,AI14453,0.2,0
r_594,AI10143,0.2,0
r_200,AI11479,0.25,0
r_134,AI00439,0.25,0
r_562,AI08397,0.2,0
r_451,AI01159,0.25,0
r_132,AI13679,0.2,0
r_566,AI05342,0.2,0
r_594,AI00537,0.25,0
r_111,AI07113,0.25,0
r_656,AI11368,0.2,0
r_1955,AI11105,0.5,1
r_187,AI04287,0.25,0
r_89,AI14276,0.25,0
r_1154,AI09066,0.5,1
r_12,AI12212,0.2,0
r_2955,AI00886,0.5,1
r_132,AI09969,0.25,0
r_209,AI14607,0.2,0
r_503,AI09782,0.25,0
r_594,AI03478,0.2,0
r_209,AI09566,0.2,0
r_209,AI12917,0.25,0
r_89,AI12917,0.25,0
r_93,AI05573,0.25,0
r_209,AI06394,0.2,0
r_174,AI01495,0.2,0
r_632,AI14362,0.5,1
r_12,AI10305,0.2,0
r_58,AI14036,0.2,0
r_562,AI02975,0.2,0
r_3011,AI09342,0.5,1
r_134,AI14515,0.25,0
r_12,AI12833,0.25,0
r_12,AI00448,0.2,0
r_575,AI07877,0.2,0
r_174,AI13921,0.25,0
r_503,AI13493,0.25,0
r_561,AI10529,0.2,0
r_346,AI00593,0.25,0
r_599,AI02965,0.2,0
r_594,AI06304,0.25,0
r_93,AI14589,0.2,0
r_503,AI07980,0.2,0
r_89,AI10094,0.25,0
r_111,AI08013,0.2,0
r_561,AI01719,0.25,0
r_768,AI00156,0.5,1
r_561,AI07362,0.2,0
r_375,AI07423,0.25,0
r_224,AI07697,0.25,0
r_594,AI10026,0.5,1
r_2509,AI14649,0.5,1
r_12,AI07825,0.25,0
r_1811,AI10648,0.5,1
r_209,AI01777,0.2,0
r_224,AI12962,0.2,0
r_89,AI01989,0.2,0
r_599,AI09994,0.25,0
r_375,AI04262,0.2,0
r_187,AI01479,0.2,0
r_346,AI02807,0.25,0
r_575,AI11569,0.25,0
r_89,AI11168,0.25,0
r_134,AI14457,0.2,0
r_12,AI13061,0.5,1
r_561,AI04214,0.2,0
r_673,AI01488,0.2,0
r_346,AI11893,0.2,0
r_346,AI11721,0.2,0
r_3002,AI11490,0.5,1
r_451,AI03328,0.2,0
r_562,AI07113,0.25,0
r_224,AI06920,0.25,0
r_594,AI10826,0.2,0
r_599,AI10239,0.2,0
r_451,AI10704,0.2,0
r_93,AI05865,0.25,0
r_1823,AI14770,0.5,1
r_632,AI03749,0.25,0
r_200,AI12000,0.25,0
r_594,AI09827,0.2,0
r_160,AI02990,0.25,0
r_134,AI08148,0.2,0
r_594,AI01040,0.25,0
r_93,AI12741,0.25,0
r_111,AI02675,0.2,0
r_588,AI13886,0.25,0
r_1231,AI05301,0.5,1
r_673,AI12742,0.25,0
r_174,AI14918,0.25,0
r_2130,AI10238,0.5,1
r_160,AI09810,0.2,0
r_588,AI10183,0.2,0
r_224,AI10310,0.25,0
r_93,AI13629,0.2,0
r_224,AI07503,0.2,0
r_599,AI03320,0.2,0
r_575,AI13736,0.5,1
r_588,AI11358,0.25,0
r_673,AI00693,0.2,0
r_673,AI03680,0.2,0
r_673,AI02125,0.25,0
r_632,AI06995,0.25,0
r_346,AI08354,0.25,0
r_346,AI02800,0.2,0
r_134,AI00499,0.25,0
r_575,AI00913,0.25,0
r_93,AI00253,0.2,0
r_160,AI01283,0.2,0
r_632,AI08790,0.2,0
r_375,AI14303,0.25,0
r_134,AI04666,0.25,0
r_599,AI05355,0.2,0
r_209,AI13913,0.2,0
r_89,AI10718,0.25,0
r_588,AI08515,0.25,0
r_93,AI10270,0.2,0
r_588,AI04105,0.2,0
r_588,AI13985,0.25,0
r_224,AI05274,0.25,0
r_224,AI05933,0.25,0
r_2264,AI08429,0.5,1
r_588,AI11633,0.2,0
r_566,AI13558,0.2,0
r_588,AI05033,0.25,0
r_12,AI00820,0.25,0
r_632,AI13473,0.2,0
r_656,AI08701,0.25,0
r_539,AI13754,0.25,0
r_375,AI03965,0.25,0
r_503,AI05468,0.25,0
r_209,AI06796,0.2,0
r_209,AI12285,0.25,0
r_566,AI08007,0.25,0
r_539,AI14495,0.2,0
r_451,AI11285,0.25,0
r_58,AI11028,0.2,0
r_503,AI14295,0.2,0
r_12,AI14911,0.2,0
r_111,AI02988,0.25,0
r_174,AI03710,0.2,0
r_756,AI00045,0.5,1
r_562,AI12706,0.25,0
r_12,AI05529,0.2,0
r_346,AI04287,0.25,0
r_561,AI09712,0.25,0
r_160,AI02124,0.25,0
r_93,AI11032,0.2,0
r_111,AI12741,0.25,0
r_562,AI09899,0.2,0
r_224,AI01927,0.25,0
r_768,AI02466,0.5,1
r_89,AI11445,0.25,0
r_93,AI04761,0.2,0
r_187,AI05391,0.2,0
r_12,AI02739,0.25,0
r_174,AI12631,0.2,0
r_503,AI08097,0.2,0
r_58,AI00305,0.2,0
r_2509,AI10026,0.5,1
r_174,AI10661,0.25,0
r_89,AI05315,0.2,0
r_594,AI10358,0.25,0
r_673,AI05968,0.2,0
r_174,AI01621,0.25,0
r_599,AI10305,0.2,0
r_575,AI10330,0.2,0
r_132,AI11616,0.2,0
r_111,AI12559,0.2,0
r_599,AI07588,0.2,0
r_406,AI01716,0.25,0
r_656,AI10472,0.25,0
r_160,AI05365,0.25,0
r_224,AI09412,0.2,0
r_562,AI10388,0.25,0
r_132,AI09782,0.25,0
r_187,AI03082,0.25,0
r_594,AI08637,0.25,0
r_539,AI11616,0.2,0
r_562,AI07773,0.25,0
r_187,AI04100,0.25,0
r_375,AI06703,0.2,0
r_160,AI05423,0.2,0
r_209,AI06686,0.2,0
r_200,AI11643,0.25,0
r_566,AI09233,0.25,0
r_566,AI10020,0.25,0
r_656,AI14655,0.25,0
r_1426,AI08237,0.5,1
r_566,AI06195,0.25,0
r_134,AI00391,0.2,0
r_187,AI10363,0.25,0
r_539,AI12521,0.25,0
r_58,AI10020,0.25,0
r_594,AI01581,0.2,0
r_134,AI11685,0.25,0
r_575,AI08257,0.2,0
r_111,AI06461,0.2,0
r_562,AI02678,0.25,0
r_209,AI11440,0.2,0
r_200,AI06429,0.25,0
r_599,AI00644,0.2,0
r_539,AI02478,0.25,0
r_451,AI01850,0.25,0
r_632,AI14946,0.25,0
r_187,AI09014,0.25,0
r_1253,AI10587,0.5,1
r_575,AI01566,0.2,0
r_12,AI11236,0.2,0
r_58,AI09149,0.25,0
r_594,AI03260,0.25,0
r_1823,AI03654,0.5,1
r_561,AI12384,0.25,0
r_599,AI14386,0.2,0
r_562,AI12745,0.25,0
r_160,AI04262,0.2,0
r_111,AI09442,0.25,0
r_2130,AI05183,0.5,1
r_2292,AI05177,0.5,1
r_93,AI09896,0.25,0
r_566,AI05033,0.25,0
r_1961,AI05183,0.5,1
r_588,AI12715,0.25,0
r_566,AI00519,0.25,0
r_575,AI14063,0.5,1
r_93,AI05429,0.2,0
r_375,AI03082,0.25,0
r_561,AI05469,0.25,0
r_2063,AI00886,0.5,1
r_503,AI09604,0.2,0
r_134,AI07334,0.2,0
r_200,AI08237,0.5,1
r_160,AI10885,0.25,0
r_561,AI09171,0.25,0
r_1417,AI14187,0.5,1
r_89,AI14515,0.25,0
r_12,AI11936,0.2,0
r_406,AI06019,0.25,0
r_632,AI13493,0.25,0
r_2155,AI05183,0.5,1
r_539,AI14374,0.2,0
r_111,AI12930,0.25,0
r_346,AI07860,0.2,0
r_93,AI02901,0.2,0
r_58,AI08699,0.25,0
r_346,AI08997,0.25,0
r_12,AI08329,0.25,0
r_111,AI01985,0.25,0
r_451,AI11422,0.25,0
r_132,AI04105,0.2,0
r_539,AI12961,0.25,0
r_160,AI02519,0.2,0
r_160,AI06201,0.25,0
r_58,AI11484,0.25,0
r_375,AI12350,0.25,0
r_209,AI06293,0.25,0
r_187,AI10388,0.25,0
r_132,AI09382,0.25,0
r_224,AI02467,0.2,0
r_562,AI12990,0.2,0
r_566,AI03889,0.25,0
r_1197,AI02054,0.5,1
r_2895,AI05183,0.5,1
r_200,AI04184,0.2,0
r_200,AI02280,0.2,0
r_406,AI07954,0.2,0
r_134,AI00810,0.2,0
r_632,AI01431,0.2,0
r_89,AI13629,0.2,0
r_224,AI12006,0.25,0
r_160,AI04113,0.2,0
r_375,AI14388,0.25,0
r_111,AI13878,0.25,0
r_566,AI09382,0.25,0
r_134,AI07206,0.25,0
r_134,AI08519,0.2,0
r_561,AI05821,0.25,0
r_58,AI02515,0.2,0
r_451,AI12914,0.2,0
r_174,AI05194,0.25,0
r_209,AI09336,0.2,0
r_2088,AI11104,0.5,1
r_160,AI02478,0.25,0
r_209,AI10191,0.2,0
r_111,AI10342,0.2,0
r_174,AI05078,0.2,0
r_12,AI12025,0.25,0
r_656,AI05801,0.25,0
r_503,AI12559,0.2,0
r_12,AI03011,0.2,0
r_160,AI09052,0.2,0
r_503,AI00464,0.25,0
r_588,AI05131,0.2,0
r_160,AI06993,0.2,0
r_632,AI13872,0.2,0
r_594,AI03125,0.2,0
r_632,AI09941,0.25,0
r_539,AI10661,0.25,0
r_12,AI13911,0.25,0
r_346,AI14063,0.5,1
r_599,AI08458,0.25,0
r_2303,AI09573,0.5,1
r_58,AI01255,0.2,0
r_174,AI06758,0.2,0
r_224,AI06770,0.25,0
r_224,AI07297,0.25,0
r_134,AI09258,0.2,0
r_1817,AI10422,0.5,1
r_134,AI10881,0.25,0
r_451,AI08889,0.2,0
r_3011,AI02054,0.5,1
r_134,AI09183,0.2,0
r_174,AI06725,0.25,0
r_451,AI02168,0.25,0
r_599,AI09710,0.2,0
r_599,AI14164,0.25,0
r_375,AI01440,0.25,0
r_89,AI06054,0.2,0
r_503,AI02515,0.2,0
r_12,AI05651,0.5,1
r_200,AI05361,0.2,0
r_594,AI15000,0.2,0
r_346,AI12574,0.25,0
r_673,AI11350,0.25,0
r_12,AI05146,0.2,0
r_12,AI12485,0.25,0
r_566,AI13095,0.25,0
r_406,AI09137,0.25,0
r_588,AI02390,0.25,0
r_93,AI14299,0.25,0
r_2869,AI09342,0.5,1
r_375,AI01589,0.2,0
r_200,AI08533,0.2,0
r_673,AI05599,0.25,0
r_375,AI12643,0.2,0
r_451,AI03787,0.25,0
r_539,AI06715,0.2,0
r_599,AI01109,0.25,0
r_93,AI01732,0.25,0
r_539,AI12182,0.2,0
r_451,AI13475,0.25,0
r_174,AI05209,0.25,0
r_12,AI06141,0.2,0
r_111,AI01033,0.25,0
r_406,AI10704,0.2,0
r_12,AI04393,0.25,0
r_451,AI13358,0.25,0
r_89,AI07868,0.25,0
r_2716,AI03654,0.5,1
r_58,AI09669,0.2,0
r_2504,AI14362,0.5,1
r_58,AI07022,0.2,0
r_89,AI01552,0.25,0
r_160,AI11760,0.25,0
r_539,AI10212,0.25,0
r_562,AI12015,0.2,0
r_134,AI10606,0.25,0
r_187,AI02958,0.25,0
r_111,AI09894,0.2,0
r_12,AI02503,0.2,0
r_1961,AI02054,0.5,1
r_503,AI12926,0.25,0
r_187,AI11583,0.25,0
r_575,AI09442,0.25,0
r_12,AI05873,0.25,0
r_58,AI03604,0.25,0
r_451,AI11705,0.2,0
r_58,AI14296,0.2,0
r_187,AI14176,0.25,0
r_575,AI13619,0.25,0
r_174,AI02421,0.25,0
r_632,AI04105,0.2,0
r_375,AI12521,0.25,0
r_451,AI13184,0.25,0
r_200,AI14295,0.2,0
r_89,AI08363,0.2,0
r_187,AI08099,0.25,0
r_1774,AI09903,0.5,1
r_656,AI09009,0.25,0
r_539,AI11419,0.25,0
r_346,AI04562,0.2,0
r_566,AI14367,0.2,0
r_451,AI14330,0.2,0
r_12,AI01976,0.2,0
r_406,AI10880,0.25,0
r_93,AI07670,0.25,0
r_12,AI04909,0.25,0
r_539,AI00085,0.2,0
r_111,AI10023,0.2,0
r_1027,AI03072,0.5,1
r_134,AI14287,0.2,0
r_1058,AI11490,0.5,1
r_2136,AI00436,0.5,1
r_89,AI03934,0.2,0
r_134,AI01430,0.25,0
r_768,AI00007,0.5,1
r_111,AI13623,0.2,0
r_673,AI07708,0.25,0
r_58,AI01985,0.25,0
r_575,AI12688,0.25,0
r_132,AI06402,0.2,0
r_134,AI08735,0.2,0
r_132,AI08790,0.2,0
r_539,AI11751,0.2,0
r_132,AI03784,0.2,0
r_561,AI10397,0.2,0
r_209,AI10130,0.25,0
r_174,AI13738,0.2,0
r_224,AI13371,0.2,0
r_209,AI04737,0.25,0
r_562,AI09830,0.25,0
r_134,AI08354,0.25,0
r_588,AI13576,0.25,0
r_89,AI01751,0.2,0
r_2063,AI12281,0.5,1
r_562,AI09022,0.2,0
r_224,AI10886,0.2,0
r_346,AI01086,0.2,0
r_406,AI05660,0.25,0
r_562,AI12053,0.2,0
r_2489,AI11781,0.5,1
r_594,AI09544,0.25,0
r_451,AI09434,0.5,1
r_2869,AI06825,0.5,1
r_132,AI14254,0.2,0
r_134,AI12041,0.25,0
r_562,AI01673,0.2,0
r_562,AI12490,0.25,0
r_89,AI03456,0.25,0
r_132,AI00712,0.25,0
r_346,AI07429,0.25,0
r_174,AI06058,0.2,0
r_111,AI14063,0.5,1
r_2195,AI09434,0.5,1
r_709,AI10587,0.5,1
r_375,AI07685,0.25,0
r_58,AI04761,0.2,0
r_375,AI00793,0.25,0
r_58,AI01124,0.25,0
r_209,AI13734,0.25,0
r_58,AI11101,0.25,0
r_561,AI01651,0.25,0
r_111,AI01489,0.25,0
r_673,AI01846,0.2,0
r_575,AI13833,0.2,0
r_187,AI06162,0.2,0
r_89,AI14855,0.2,0
r_58,AI02345,0.25,0
r_599,AI07670,0.25,0
r_132,AI11522,0.25,0
r_632,AI11588,0.2,0
r_346,AI13606,0.25,0
r_451,AI12237,0.2,0
r_111,AI14238,0.25,0
r_375,AI06995,0.25,0
r_503,AI00050,0.2,0
r_594,AI14042,0.2,0
r_503,AI01709,0.2,0
r_561,AI12447,0.2,0
r_562,AI14029,0.25,0
r_89,AI03742,0.5,1
r_656,AI00692,0.2,0
r_346,AI11767,0.2,0
r_174,AI08417,0.25,0
r_209,AI02321,0.2,0
r_187,AI10885,0.25,0
r_503,AI05301,0.5,1
r_132,AI13606,0.25,0
r_561,AI07255,0.2,0
r_58,AI10836,0.2,0
r_224,AI10161,0.2,0
r_451,AI02562,0.25,0
r_132,AI07269,0.25,0
r_406,AI02183,0.25,0
r_539,AI01085,0.2,0
r_89,AI01547,0.2,0
r_599,AI02233,0.2,0
r_174,AI04045,0.2,0
r_594,AI04185,0.25,0
r_594,AI00129,0.25,0
r_673,AI03984,0.25,0
r_594,AI09303,0.25,0
r_134,AI09838,0.25,0
r_160,AI10015,0.25,0
r_406,AI00867,0.2,0
r_562,AI13028,0.2,0
r_58,AI07718,0.2,0
r_134,AI09671,0.25,0
r_599,AI12521,0.25,0
r_346,AI02114,0.2,0
r_132,AI01719,0.25,0
r_575,AI07838,0.25,0
r_375,AI11986,0.2,0
r_111,AI04214,0.2,0
r_561,AI00770,0.25,0
r_656,AI03310,0.2,0
r_187,AI10315,0.2,0
r_406,AI01719,0.25,0
r_594,AI01168,0.25,0
r_12,AI03139,0.25,0
r_93,AI02572,0.2,0
r_561,AI10962,0.2,0
r_12,AI00193,0.25,0
r_451,AI08018,0.2,0
r_174,AI10302,0.25,0
r_12,AI04086,0.25,0
r_12,AI11209,0.25,0
r_599,AI10508,0.25,0
r_12,AI08021,0.2,0
r_656,AI01194,0.2,0
r_503,AI04228,0.25,0
r_187,AI06879,0.2,0
r_561,AI11506,0.2,0
r_174,AI06216,0.2,0
r_588,AI11851,0.25,0
r_209,AI13964,0.25,0
r_375,AI13350,0.25,0
r_160,AI14303,0.25,0
r_406,AI07731,0.25,0
r_58,AI13464,0.2,0
r_209,AI00130,0.2,0
r_575,AI12850,0.25,0
r_673,AI04389,0.2,0
r_375,AI11207,0.25,0
r_58,AI02114,0.2,0
r_346,AI07207,0.25,0
r_132,AI14367,0.2,0
r_134,AI02630,0.25,0
r_588,AI13095,0.25,0
r_566,AI02678,0.25,0
r_200,AI09138,0.2,0
r_1417,AI09342,0.5,1
r_58,AI09969,0.25,0
r_132,AI14151,0.25,0
r_673,AI12363,0.25,0
r_594,AI01475,0.25,0
r_89,AI04013,0.25,0
r_451,AI08487,0.2,0
r_768,AI14063,0.5,1
r_503,AI08984,0.2,0
r_566,AI01821,0.2,0
r_224,AI01403,0.2,0
r_632,AI03310,0.2,0
r_451,AI14287,0.2,0
r_224,AI09487,0.2,0
r_346,AI01124,0.25,0
r_588,AI07372,0.25,0
r_632,AI06938,0.25,0
r_599,AI12278,0.2,0
r_599,AI04640,0.2,0
r_575,AI08100,0.25,0
r_656,AI09604,0.2,0
r_2173,AI05568,0.5,1
r_2509,AI11104,0.5,1
r_673,AI04541,0.2,0
r_2716,AI11104,0.5,1
r_503,AI14236,0.25,0
r_575,AI05865,0.25,0
r_209,AI03108,0.25,0
r_111,AI01709,0.2,0
r_2716,AI11725,0.5,1
r_187,AI03787,0.25,0
r_575,AI07553,0.25,0
r_451,AI04483,0.2,0
r_224,AI14993,0.25,0
r_632,AI03457,0.25,0
r_451,AI08410,0.2,0
r_632,AI02182,0.2,0
r_451,AI12927,0.25,0
r_406,AI11793,0.2,0
r_174,AI08238,0.25,0
r_134,AI03933,0.2,0
r_174,AI09256,0.25,0
r_673,AI09011,0.2,0
r_451,AI07269,0.25,0
r_673,AI04332,0.2,0
r_406,AI03322,0.25,0
r_89,AI08168,0.25,0
r_58,AI00616,0.2,0
r_224,AI00422,0.25,0
r_346,AI11827,0.25,0
r_89,AI12235,0.25,0
r_656,AI04122,0.2,0
r_134,AI11226,0.2,0
r_588,AI10315,0.2,0
r_673,AI14438,0.25,0
r_224,AI09433,0.2,0
r_673,AI08573,0.25,0
r_174,AI07863,0.2,0
r_2667,AI05177,0.5,1
r_89,AI09627,0.25,0
r_451,AI02051,0.25,0
r_174,AI02731,0.25,0
r_588,AI10743,0.2,0
r_566,AI13356,0.2,0
r_599,AI08832,0.2,0
r_89,AI10108,0.2,0
r_656,AI12386,0.25,0
r_451,AI06832,0.5,1
r_93,AI07087,0.2,0
